Suite/Test/Step Name,Browser,Description,Tag,Start time,End time,Duration,Status
,,,,,,,
Test Cases/SmartEdit - CreatePage,Chrome 75.0.3770.142,,,2019-08-08 09:36:14,2019-08-08 09:36:36,21.445s,PASSED
"username = ""admin""",Chrome 75.0.3770.142,,,2019-08-08 09:36:15,2019-08-08 09:36:15,0.001s,PASSED
"password = ""19ax74ue_""",Chrome 75.0.3770.142,,,2019-08-08 09:36:15,2019-08-08 09:36:15,0.001s,PASSED
"name = b2b.utilities.OtherUtilities.randomStringGenerator(5, RANDOM_ALPHANUM)",Chrome 75.0.3770.142,,,2019-08-08 09:36:15,2019-08-08 09:36:15,0.033s,PASSED
"pageLabel = b2b.utilities.OtherUtilities.randomStringGenerator(5, RANDOM_ALPHANUM)",Chrome 75.0.3770.142,,,2019-08-08 09:36:15,2019-08-08 09:36:15,0.001s,PASSED
"pageTitle = b2b.utilities.OtherUtilities.randomStringGenerator(5, RANDOM_ALPHANUM)",Chrome 75.0.3770.142,,,2019-08-08 09:36:15,2019-08-08 09:36:15,0.001s,PASSED
b2b.utilities.Navigation.OpenBrowser(secondUrl),Chrome 75.0.3770.142,,,2019-08-08 09:36:15,2019-08-08 09:36:20,5.157s,PASSED
"setText(findTestObject(""Object Repository/Page_SmartEdit/Page_/input_smartEditUsername""), username, CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-08-08 09:36:20,2019-08-08 09:36:20,0.634s,PASSED
"setText(findTestObject(""Object Repository/Page_SmartEdit/Page_/input_SmartEditPassword""), password, CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-08-08 09:36:20,2019-08-08 09:36:20,0.126s,PASSED
"click(findTestObject(""Object Repository/Page_SmartEdit/Page_/button_Sign in""))",Chrome 75.0.3770.142,,,2019-08-08 09:36:20,2019-08-08 09:36:21,0.088s,PASSED
"click(findTestObject(""Object Repository/Page_SmartEdit/a_Pages""), CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-08-08 09:36:21,2019-08-08 09:36:27,6.783s,PASSED
"click(findTestObject(""Object Repository/Page_SmartEdit/button_AddNewPage""))",Chrome 75.0.3770.142,,,2019-08-08 09:36:27,2019-08-08 09:36:32,4.256s,PASSED
"click(findTestObject(""Object Repository/Page_SmartEdit/div_ContentPage""), CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-08-08 09:36:32,2019-08-08 09:36:32,0.607s,PASSED
"click(findTestObject(""Object Repository/Page_SmartEdit/button_Next""), CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-08-08 09:36:32,2019-08-08 09:36:32,0.099s,PASSED
"click(findTestObject(""Object Repository/Page_SmartEdit/div_LandingPage2Template""), CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-08-08 09:36:32,2019-08-08 09:36:32,0.076s,PASSED
"click(findTestObject(""Object Repository/Page_SmartEdit/button_Next""), CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-08-08 09:36:32,2019-08-08 09:36:33,0.101s,PASSED
delay(2),Chrome 75.0.3770.142,,,2019-08-08 09:36:33,2019-08-08 09:36:35,2.011s,PASSED
"click(findTestObject(""Object Repository/Page_SmartEdit/button_Next""), CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-08-08 09:36:35,2019-08-08 09:36:35,0.179s,PASSED
"setText(findTestObject(""Object Repository/Page_SmartEdit/input_Name""), name, CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-08-08 09:36:35,2019-08-08 09:36:35,0.546s,PASSED
"setText(findTestObject(""Object Repository/Page_SmartEdit/input_PageLabel""), pageLabel, CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-08-08 09:36:35,2019-08-08 09:36:35,0.156s,PASSED
"setText(findTestObject(""Object Repository/Page_SmartEdit/input_EN_title""), pageTitle, CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-08-08 09:36:35,2019-08-08 09:36:36,0.148s,PASSED
"click(findTestObject(""Object Repository/Page_SmartEdit/button_Done""), CONTINUE_ON_FAILURE)",Chrome 75.0.3770.142,,,2019-08-08 09:36:36,2019-08-08 09:36:36,0.231s,PASSED
